;when;super_hero_group;tracking;place;tracking_times;crystal_type;;human_behavior_report;human_measure;crystal_weight;expected_factor_x;previous_factor_x;first_factor_x;expected_final_factor_x;final_factor_x;previous_adamantium;;etherium_before_start;expected_start;start_process;start_subprocess1;start_critical_subprocess1;predicted_process_end;process_end;subprocess1_end;reported_on_tower;opened;chemical_x;raw_kryptonite;argon;pure_seastone;crystal_supergroup;Cycle;groups
17;28/01/2020;A;60131;2;1;group 112;18;4;620;342.9435;1608;1604.300049;1583.099976;1579;1581.900024;0.037;1583.099976;;28/01/2020 00:02;28/01/2020 00:01;28/01/2020 00:05;28/01/2020 00:07;28/01/2020 00:27;28/01/2020 00:16;28/01/2020 00:15;;;10.03333333;;0;105.04;0;2ª;59
18;28/01/2020;A;60151;2;1;group 11;14;3;530;335.6203;1626;1624.5;1596.800049;1571;1574.599976;0.0259;1596.800049;;28/01/2020 02:09;28/01/2020 02:07;28/01/2020 02:11;;28/01/2020 02:41;28/01/2020 02:35;28/01/2020 02:34;28/01/2020 02:48;28/01/2020 03:13;23.26666667;1582;0;86.86;0;2ª;59
19;28/01/2020;A;556951;2;2;group 112;10;2;770;349.5899;1625;1633.5;1582.699951;1582;1581;0.05;1582.699951;;28/01/2020 04:21;28/01/2020 04:19;28/01/2020 04:24;28/01/2020 04:25;28/01/2020 04:55;28/01/2020 04:51;28/01/2020 04:50;28/01/2020 05:17;28/01/2020 05:44;25.93333333;;301.6480408;349.46;0;2ª;59
20;28/01/2020;A;60181;2;1;group 11;12;4;630;354.5125;1622;1625.300049;1605.199951;1565;1568.199951;0.0294;1605.199951;;28/01/2020 05:56;28/01/2020 05:57;28/01/2020 06:02;28/01/2020 06:04;28/01/2020 06:35;28/01/2020 06:25;28/01/2020 06:24;28/01/2020 06:40;28/01/2020 06:48;22.08333333;4424;0;105.04;0;2ª;59
21;28/01/2020;A;60201;2;1;group 11;13;4;690;336.022;1620;1621.699951;1589;1567;1569;0.028;1589;;28/01/2020 07:53;28/01/2020 07:50;28/01/2020 07:55;28/01/2020 07:58;28/01/2020 08:27;28/01/2020 08:19;28/01/2020 08:17;28/01/2020 08:33;28/01/2020 08:43;22.16666667;994;0;103.02;0;2ª;59
22;28/01/2020;C;60211;2;1;group 11;11;1;540;333.023;1654;1638.900024;1607.099976;1578;1585.599976;0.0325;1607.099976;;28/01/2020 09:11;28/01/2020 09:10;28/01/2020 09:20;;28/01/2020 09:59;28/01/2020 09:43;28/01/2020 09:40;28/01/2020 10:12;28/01/2020 10:32;20.21666667;;0;91.91;0;2ª;59
23;28/01/2020;C;60231;2;1;group 11;20;2;700;342.9145;1637;1637.900024;1611.900024;1573;1576.900024;0.0237;1611.900024;;28/01/2020 11:13;28/01/2020 11:15;28/01/2020 11:23;28/01/2020 11:25;28/01/2020 11:45;28/01/2020 11:47;28/01/2020 11:44;28/01/2020 11:58;28/01/2020 12:09;21.73333333;1918;0;117.16;0;2ª;59
24;28/01/2020;C;60241;2;1;group 11;10;3;710;356.1177;1628;1629.599976;1593.900024;1566;1569.099976;0.0235;1593.900024;;28/01/2020 12:18;28/01/2020 12:18;28/01/2020 12:22;28/01/2020 12:27;28/01/2020 12:50;28/01/2020 12:45;28/01/2020 12:43;28/01/2020 12:58;28/01/2020 13:05;20.8;2536;0;119.18;0;2ª;59
25;28/01/2020;C;60251;2;1;group 112;12;4;480;354.7015;1581;1636;;1582;;0.0425;;;28/01/2020 13:42;28/01/2020 13:49;;;28/01/2020 14:18;28/01/2020 13:50;;;;;;0;;0;2ª;59
26;28/01/2020;C;557041;2;1;group 112;14;3;480;;1583;1625.699951;;1582;;0.0427;;;28/01/2020 13:52;28/01/2020 13:51;;;;28/01/2020 13:52;;;;;;0;;0;2ª;59
27;28/01/2020;C;557041;2;2;group 112;14;3;480;338.16;1583;1606.660607;1589.599976;1582;1588.099976;0.0427;1589.599976;;28/01/2020 13:52;28/01/2020 13:54;28/01/2020 13:56;;28/01/2020 14:21;28/01/2020 14:06;28/01/2020 14:06;28/01/2020 14:32;28/01/2020 15:08;9.56666667;;0;54.54;0;2ª;59
28;28/01/2020;C;60291;2;1;group 112;14;4;400;343.7468;1611;1617.699951;1596.099976;1581;1586.699951;0.0425;1596.099976;;28/01/2020 17:11;28/01/2020 17:21;28/01/2020 17:21;28/01/2020 17:25;28/01/2020 17:47;28/01/2020 17:38;28/01/2020 17:38;28/01/2020 18:03;28/01/2020 18:17;16.93333333;503;0;55.55;0;2ª;59
29;28/01/2020;C;557081;2;1;group 145;20;4;680;346.0352;1635;1635.400024;1627.800049;1573;1582;0.0472;1627.800049;;28/01/2020 18:30;28/01/2020 18:30;28/01/2020 18:36;;28/01/2020 19:08;28/01/2020 19:06;28/01/2020 18:56;28/01/2020 19:12;28/01/2020 19:25;19.53333333;2933;53.12568283;;0;2ª;59
30;28/01/2020;C;557091;2;1;group 145;13;3;510;350.0823;1626;1595;1576.199951;1564;1578.599976;0.057;1576.199951;;28/01/2020 19:09;28/01/2020 19:17;28/01/2020 19:21;;28/01/2020 19:55;28/01/2020 19:58;28/01/2020 19:50;28/01/2020 20:06;28/01/2020 20:37;29.25;;253.2381744;130.29;0;2ª;59
31;28/01/2020;A;557111;2;1;group 145;14;3;630;332.19;1640;1663.699951;1621.699951;1566;1570.300049;0.013;1621.699951;;28/01/2020 21:01;28/01/2020 21:14;28/01/2020 21:19;28/01/2020 21:29;28/01/2020 22:02;28/01/2020 22:07;28/01/2020 21:58;28/01/2020 22:19;28/01/2020 22:32;38.83333333;6563;71.7622757;176.75;0;2ª;59
32;28/01/2020;A;60341;2;1;group 145;13;3;530;351.9133;1635;1621.800049;1591.900024;1569;1574.099976;0.0163;1591.900024;;28/01/2020 23:10;28/01/2020 23:09;28/01/2020 23:13;;28/01/2020 23:58;28/01/2020 23:37;28/01/2020 23:28;28/01/2020 23:44;29/01/2020 00:26;15.05;1966;0;83.83;0;2ª;59
33;29/01/2020;A;557141;2;1;group 139;14;3;500;340.8059;1631;1637.900024;1609.5;1574;1583.199951;0.0219;1609.5;12.69999981;29/01/2020 01:05;29/01/2020 01:15;29/01/2020 01:22;29/01/2020 01:32;29/01/2020 02:02;29/01/2020 01:49;29/01/2020 01:42;29/01/2020 01:58;29/01/2020 02:37;20.21666667;1576;0;84.84;0;2ª;59
34;29/01/2020;A;557151;2;1;group 139;20;2;710;348.0667;1647;1630.5;1593;1576;1577.800049;0.053;1593;;29/01/2020 03:15;29/01/2020 03:17;29/01/2020 03:22;29/01/2020 03:23;29/01/2020 04:11;29/01/2020 04:10;29/01/2020 04:02;29/01/2020 04:24;29/01/2020 04:44;40.4;2248;301.1609802;236.34;0;2ª;59
35;29/01/2020;A;60391;2;1;group 139;14;4;570;333.0568;1619;1628.5;1603.699951;1570;1575.199951;0.0378;1603.699951;;29/01/2020 05:19;29/01/2020 05:23;29/01/2020 05:28;29/01/2020 05:29;29/01/2020 06:08;29/01/2020 05:57;29/01/2020 05:49;29/01/2020 06:23;29/01/2020 06:43;21.88333333;2436;31.62962532;;0;2ª;59
36;29/01/2020;B;60411;2;1;group 138;11;3;580;336.8657;1651;1606;1556;1577;1570;0.0378;1556;;29/01/2020 08:49;29/01/2020 08:49;29/01/2020 08:54;29/01/2020 08:55;29/01/2020 09:41;29/01/2020 09:50;29/01/2020 09:40;29/01/2020 10:14;29/01/2020 10:21;46.8;;458.3280945;395.92;0;2ª;59
37;29/01/2020;B;60441;2;1;group 135;18;3;780;;1612;1603.800049;1566.900024;1554;1555.199951;0.0412;1566.900024;;29/01/2020 12:21;29/01/2020 12:18;29/01/2020 12:23;29/01/2020 12:28;;29/01/2020 13:19;29/01/2020 13:10;29/01/2020 15:49;29/01/2020 16:39;47.03333333;;201.670105;114.13;0;2ª;59
38;29/01/2020;B;60441;2;2;group 135;18;4;810;339.8933;1612;1555.199951;1563.300049;1555;1562.800049;0.0412;1563.300049;;29/01/2020 14:26;29/01/2020 14:28;29/01/2020 14:31;29/01/2020 14:33;29/01/2020 15:40;29/01/2020 15:25;29/01/2020 15:17;29/01/2020 15:49;29/01/2020 16:39;45.98333333;153;723.5321045;487.83;0;2ª;59
39;29/01/2020;B;60491;2;1;group 196;11;3;540;341.2037;1667;1620.699951;1595.900024;1601;1608;0.261;1595.900024;832;29/01/2020 18:10;29/01/2020 18:13;29/01/2020 18:17;29/01/2020 18:27;29/01/2020 19:18;29/01/2020 19:05;29/01/2020 19:01;29/01/2020 19:48;29/01/2020 19:56;44.36666667;;270.6191165;762.55;1;2ª;59
40;29/01/2020;C;557301;2;1;group 196;14;3;520;344.8595;1643;1639.5;1609.5;1583;1586.099976;0.27;1609.5;403.2000122;29/01/2020 21:08;29/01/2020 21:08;29/01/2020 21:13;29/01/2020 21:19;29/01/2020 21:48;29/01/2020 21:50;29/01/2020 21:50;29/01/2020 22:01;29/01/2020 22:05;36.51666667;2409;0;433.29;1;2ª;59
41;29/01/2020;C;557311;2;1;group 196;11;3;480;347.9094;1646;1626.800049;1600.599976;1582;1594.199951;0.231;1600.599976;552.9000244;29/01/2020 22:57;29/01/2020 22:51;29/01/2020 22:55;29/01/2020 23:02;30/01/2020 00:00;29/01/2020 23:42;29/01/2020 23:39;29/01/2020 23:56;30/01/2020 00:19;43.7;;101.2169253;553.48;1;2ª;59
42;30/01/2020;C;557321;2;1;group 181;14;3;440;356.088;1663;1656.599976;1635.099976;1593;1600;0.227;1635.099976;381.5;30/01/2020 01:09;30/01/2020 01:06;30/01/2020 01:11;30/01/2020 01:17;30/01/2020 02:12;30/01/2020 02:03;30/01/2020 02:01;30/01/2020 02:11;30/01/2020 02:46;50.18333333;4013;0;1316.94;1;2ª;59
43;30/01/2020;C;557341;2;1;group 181;11;3;500;353.7627;1649;1642.099976;1615.5;1577;1584.5;0.227;1615.5;310.6000061;30/01/2020 03:07;30/01/2020 03:16;30/01/2020 03:20;30/01/2020 03:28;30/01/2020 04:15;30/01/2020 04:10;30/01/2020 04:07;30/01/2020 04:31;30/01/2020 05:04;46.73333333;6421;0;1310.88;1;2ª;59
44;30/01/2020;C;557361;2;1;group 181;14;3;440;355.511;1657;1607.5;1589.699951;1586;1589.199951;0.211;1589.699951;601.7999878;30/01/2020 05:46;30/01/2020 05:50;30/01/2020 05:53;30/01/2020 06:03;30/01/2020 06:44;30/01/2020 06:40;30/01/2020 06:40;30/01/2020 06:58;30/01/2020 07:23;47.21666667;;201.3952637;1306.84;1;2ª;59
45;30/01/2020;B;557391;2;1;group 180;13;3;810;334.3821;1649;1629.5;1590.5;1575;1573;0.252;1590.5;510.2000122;30/01/2020 09:35;30/01/2020 09:33;30/01/2020 09:37;30/01/2020 09:45;30/01/2020 10:22;30/01/2020 10:27;30/01/2020 10:24;30/01/2020 10:51;30/01/2020 10:59;46.9;1893;166.6423645;1612.97;1;2ª;59
46;30/01/2020;B;60561;2;1;group 180;17;2;660;350.5965;1664;1624.800049;1584.800049;1577;1581.300049;0.303;1584.800049;731.5;30/01/2020 11:22;30/01/2020 11:30;30/01/2020 11:34;30/01/2020 11:47;30/01/2020 12:16;30/01/2020 12:23;30/01/2020 12:20;30/01/2020 12:32;30/01/2020 12:54;46.51666667;566;314.7946167;1627.11;1;2ª;59
47;30/01/2020;B;60581;2;1;group 180;13;4;560;357.6913;1642;1595.400024;1568;1570;1572;0.25;1568;634;30/01/2020 13:41;30/01/2020 13:50;30/01/2020 13:54;30/01/2020 14:01;30/01/2020 14:44;30/01/2020 14:55;30/01/2020 14:52;30/01/2020 15:00;30/01/2020 15:05;58.2;;320.2615967;1608.93;1;2ª;59
48;30/01/2020;B;557451;2;1;group 141;13;4;650;339.393;1631;1626.199951;1607.599976;1586;1582;0.0202;1607.599976;;30/01/2020 17:20;30/01/2020 17:15;30/01/2020 17:21;;30/01/2020 17:58;30/01/2020 17:54;30/01/2020 17:42;30/01/2020 18:05;30/01/2020 18:19;20.91666667;;0;80.8;0;2ª;59
49;30/01/2020;B;557461;2;1;group 141;6;3;480;341.0225;1619;1603.300049;1576;1569;1577;0.0289;1576;;30/01/2020 18:13;30/01/2020 18:14;30/01/2020 18:18;;30/01/2020 18:52;30/01/2020 19:00;30/01/2020 18:52;30/01/2020 19:09;30/01/2020 19:19;34.6;527;235.6272056;291.89;0;2ª;59
50;30/01/2020;B;60621;2;1;group 141;12;4;590;350.5886;1607;1613.599976;1592.5;1568;1572.400024;0.0024;1592.5;;30/01/2020 19:30;30/01/2020 19:31;30/01/2020 19:35;30/01/2020 19:41;30/01/2020 20:08;30/01/2020 20:02;30/01/2020 19:54;30/01/2020 20:09;30/01/2020 20:21;18.25;521;0;204.02;0;2ª;59
51;30/01/2020;C;60641;2;1;group 184;14;1;680;331.8708;1659;1628.5;1572.300049;1585;1587.300049;0.303;1572.300049;485.7000122;30/01/2020 22:32;30/01/2020 22:31;30/01/2020 22:35;30/01/2020 22:48;30/01/2020 23:18;30/01/2020 23:17;30/01/2020 23:17;30/01/2020 23:26;30/01/2020 23:36;41.63333333;;393.0150435;769.62;1;2ª;59
52;31/01/2020;C;60661;2;1;group 184;2;4;610;331.6009;1643;1623.699951;1596.800049;1590;1587.099976;0.318;1596.800049;651;31/01/2020 00:15;31/01/2020 00:15;31/01/2020 00:49;31/01/2020 00:27;31/01/2020 01:02;31/01/2020 01:00;31/01/2020 00:57;31/01/2020 01:10;31/01/2020 01:32;37.06666667;;169.0361633;583.78;1;2ª;59
53;31/01/2020;C;60671;2;1;group 67;11;4;350;355.2741;1659;1633.400024;1609.800049;1604;1605.099976;0.287;1609.800049;434.7999878;31/01/2020 01:01;31/01/2020 01:13;31/01/2020 01:32;31/01/2020 01:21;31/01/2020 01:41;31/01/2020 01:53;31/01/2020 01:53;31/01/2020 02:03;31/01/2020 02:32;36.18333333;;0;509.04;1;2ª;59
54;31/01/2020;C;60681;2;1;group 67;6;4;610;326.9864;1642;1619.699951;1599.900024;1588;1595.400024;0.297;1599.900024;569.5999756;31/01/2020 02:05;31/01/2020 02:04;31/01/2020 02:09;31/01/2020 02:14;31/01/2020 02:55;31/01/2020 02:49;31/01/2020 02:48;31/01/2020 03:08;31/01/2020 03:33;39.11666667;;55.95915222;560.55;1;2ª;59
55;31/01/2020;C;60691;2;1;group 67;17;4;550;348.2604;1645;1606.5;1577.800049;1586;1590.800049;0.287;1577.800049;846.5999756;31/01/2020 02:57;31/01/2020 03:10;31/01/2020 03:14;31/01/2020 03:25;31/01/2020 04:07;31/01/2020 04:03;31/01/2020 04:03;31/01/2020 04:13;31/01/2020 04:25;48.58333333;785;301.7914429;805.98;1;2ª;59
56;31/01/2020;C;60711;2;1;group 67;14;4;400;352.8276;1644;1641.699951;1619.199951;1588;1592.199951;0.257;1619.199951;508.1000061;31/01/2020 04:53;31/01/2020 04:57;31/01/2020 05:05;31/01/2020 05:09;31/01/2020 05:33;31/01/2020 05:52;31/01/2020 05:50;31/01/2020 06:02;31/01/2020 06:15;45.15;3896;0;596.91;1;2ª;59
57;31/01/2020;C;60721;2;1;group 67;6;4;460;339.4018;1646;1639.699951;1607.300049;1591;1595;0.306;1607.300049;413.2000122;31/01/2020 05:55;31/01/2020 06:09;31/01/2020 06:30;31/01/2020 06:17;31/01/2020 06:49;31/01/2020 06:55;31/01/2020 06:55;31/01/2020 07:08;31/01/2020 07:18;42.51666667;1961;0;484.8;1;2ª;59
58;31/01/2020;C;60731;2;1;group 67;18;4;500;359.9361;1662;1627;1596.800049;1600;1606;0.301;1596.800049;729.7999878;31/01/2020 06:53;31/01/2020 07:11;31/01/2020 07:15;31/01/2020 07:21;31/01/2020 08:15;31/01/2020 08:04;31/01/2020 08:04;31/01/2020 08:14;31/01/2020 08:43;48.43333333;;190.6428375;823.15;1;2ª;59
59;31/01/2020;D;60741;2;1;group 67;12;2;740;349.3439;1676;1633.900024;1586.800049;1591;1596;0.296;1586.800049;735.0999756;31/01/2020 08:13;31/01/2020 08:17;31/01/2020 08:23;31/01/2020 08:31;31/01/2020 09:15;31/01/2020 09:09;31/01/2020 09:06;31/01/2020 09:18;31/01/2020 09:38;42.95;521;181.8269806;699.93;1;2ª;59
60;31/01/2020;D;60751;2;1;group 67;11;3;480;348.7846;1646;1610.699951;1584.599976;1586;1586.800049;0.232;1584.599976;522.2000122;31/01/2020 09:27;31/01/2020 09:31;31/01/2020 09:45;31/01/2020 09:51;31/01/2020 10:30;31/01/2020 10:20;31/01/2020 10:17;31/01/2020 10:27;31/01/2020 10:39;32.33333333;;101.7341845;585.8;1;2ª;59
61;31/01/2020;D;60761;2;1;group 67;18;4;790;343.8425;1638;1624.400024;1608.699951;1584;1587.099976;;1608.699951;390.2999878;31/01/2020 10:48;31/01/2020 10:49;31/01/2020 11:05;31/01/2020 11:03;31/01/2020 11:34;31/01/2020 11:31;31/01/2020 11:28;31/01/2020 11:40;31/01/2020 11:45;33.16666667;2198;0;456.52;1;2ª;59
62;31/01/2020;D;60771;2;1;group 67;12;3;790;342.6016;1656;1614.300049;1587.900024;1591;1586.699951;0.266;1587.900024;436.2000122;31/01/2020 12:19;31/01/2020 12:19;31/01/2020 12:22;31/01/2020 12:28;31/01/2020 13:10;31/01/2020 12:55;31/01/2020 12:52;31/01/2020 13:04;31/01/2020 13:29;29.91666667;;0;482.78;1;2ª;59
63;31/01/2020;D;60781;2;1;group 67;18;4;720;344.3431;1660;1633.599976;1618.599976;1602;1604;0.308;1618.599976;378.7999878;31/01/2020 13:49;31/01/2020 13:48;31/01/2020 13:53;31/01/2020 14:02;31/01/2020 14:50;31/01/2020 14:28;31/01/2020 14:27;31/01/2020 15:25;31/01/2020 15:30;33.9;436;0;457.53;1;2ª;59
64;31/01/2020;D;557651;2;1;group 67;12;4;890;336.3011;1642;1627.199951;1603.300049;1589;1588.5;0.271;1603.300049;438.8999939;31/01/2020 15:35;31/01/2020 15:38;31/01/2020 15:45;31/01/2020 15:50;31/01/2020 16:28;31/01/2020 16:18;31/01/2020 16:17;31/01/2020 16:27;31/01/2020 16:55;31.75;1856;0;443.39;1;2ª;59
65;31/01/2020;D;557671;2;1;group 67;18;4;780;341.2653;1641;1630.900024;1611.900024;1586;1587.099976;;1611.900024;448.7000122;31/01/2020 17:21;31/01/2020 17:18;31/01/2020 17:23;31/01/2020 17:28;31/01/2020 18:01;31/01/2020 17:57;31/01/2020 17:53;31/01/2020 18:04;31/01/2020 18:25;30.03333333;2731;0;478.74;1;2ª;59
66;31/01/2020;B;557691;2;1;group 196;13;3;700;341.5957;1661;1615.099976;1593.800049;1602;1598;0.294;1593.800049;803.9000244;31/01/2020 21:08;31/01/2020 21:17;31/01/2020 21:22;31/01/2020 21:35;31/01/2020 21:59;31/01/2020 22:04;31/01/2020 22:00;31/01/2020 22:39;31/01/2020 22:45;38.01666667;321;343.0595398;693.87;1;2ª;59
67;31/01/2020;B;557701;2;1;group 196;12;4;950;332.1954;1634;1621.599976;1597.800049;1582;1583;0.262;1597.800049;365.8999939;31/01/2020 22:11;31/01/2020 22:13;31/01/2020 22:18;31/01/2020 22:25;31/01/2020 22:51;31/01/2020 22:55;31/01/2020 22:52;31/01/2020 23:14;31/01/2020 23:27;33.38333333;;0;400.97;1;2ª;59
68;31/01/2020;B;557711;2;1;group 196;11;1;710;330.7127;1656;1646.599976;1623.699951;1585;1588.900024;0.275;1623.699951;344;31/01/2020 23:05;31/01/2020 23:17;31/01/2020 23:20;31/01/2020 23:27;31/01/2020 23:45;31/01/2020 23:57;31/01/2020 23:55;01/02/2020 00:06;01/02/2020 00:15;34.5;1709;0;411.07;1;2ª;59
69;01/02/2020;B;557721;2;1;group 196;18;4;890;337.7786;1633;1638;1607;1579;1584.800049;0.325;1607;346.7000122;01/02/2020 00:19;01/02/2020 00:19;01/02/2020 00:23;01/02/2020 00:30;01/02/2020 00:59;01/02/2020 00:56;01/02/2020 00:56;01/02/2020 01:06;01/02/2020 01:10;32.83333333;3697;0;391.88;1;2ª;59
70;01/02/2020;B;557731;2;1;group 196;2;4;470;;1636;1596.400024;1567.699951;1577;1577.300049;0.253;1567.699951;811.2999878;01/02/2020 01:18;01/02/2020 01:18;01/02/2020 01:21;01/02/2020 01:32;;01/02/2020 02:01;01/02/2020 01:58;01/02/2020 03:49;01/02/2020 03:57;36.71666667;1045;362.8144226;670.64;1;2ª;59
71;01/02/2020;B;557731;2;2;group 196;2;4;430;353.5945;1636;1577.300049;1570.900024;1596;1598.699951;0.253;1570.900024;;01/02/2020 02:35;01/02/2020 02:36;01/02/2020 02:38;01/02/2020 02:39;01/02/2020 03:25;01/02/2020 03:34;01/02/2020 03:30;01/02/2020 03:49;01/02/2020 03:57;51.91666667;1420;580.6870728;898.9;1;2ª;59
72;01/02/2020;B;557741;2;1;group 196;17;4;720;336.7244;1674;1634.900024;1564.5;1578;1576;0.244;1564.5;685;01/02/2020 04:42;01/02/2020 04:37;01/02/2020 04:41;01/02/2020 04:51;01/02/2020 05:26;01/02/2020 05:21;01/02/2020 05:20;01/02/2020 05:30;01/02/2020 05:44;38.48333333;1001;258.355011;604.99;1;2ª;59
73;01/02/2020;B;557761;2;1;group 196;13;3;550;357.0204;1639;1617.099976;1587.099976;1580;1578.400024;0.293;1587.099976;410.1000061;01/02/2020 05:37;01/02/2020 05:37;01/02/2020 05:42;01/02/2020 05:48;01/02/2020 06:18;01/02/2020 06:12;01/02/2020 06:12;01/02/2020 06:24;01/02/2020 06:39;29.68333333;;0;472.68;1;2ª;59
74;01/02/2020;B;60941;2;1;group 196;6;4;580;336.3835;1655;1622;1598.300049;1596;1598.800049;0.264;1598.300049;735.2000122;01/02/2020 07:14;01/02/2020 07:12;01/02/2020 07:15;01/02/2020 07:24;01/02/2020 08:15;01/02/2020 07:52;01/02/2020 07:50;01/02/2020 08:01;01/02/2020 08:34;34.56666667;;209.4776303;617.11;1;2ª;59
75;01/02/2020;D;557781;2;1;group 196;17;3;760;342.243;1648;1639.599976;1614.800049;1584;1584.900024;0.303;1614.800049;426.2999878;01/02/2020 08:12;01/02/2020 08:08;01/02/2020 08:13;01/02/2020 08:18;01/02/2020 08:53;01/02/2020 08:48;01/02/2020 08:46;01/02/2020 09:01;01/02/2020 09:18;32.51666667;5040;0;497.93;1;2ª;59
76;01/02/2020;D;60931;2;1;group 11;12;3;670;350.7079;1701;1609;1583;1584;1588.300049;0.0131;1583;;01/02/2020 10:42;01/02/2020 10:43;01/02/2020 10:47;;01/02/2020 11:45;01/02/2020 11:38;01/02/2020 11:35;01/02/2020 12:28;01/02/2020 12:33;47.95;2209;451.280975;441.37;0;2ª;59
77;01/02/2020;D;60981;2;1;group 36;6;4;560;332.7923;1636;1645;1626.900024;1592;1599;0.0183;1626.900024;;01/02/2020 13:44;01/02/2020 13:41;01/02/2020 13:46;01/02/2020 13:53;01/02/2020 14:37;01/02/2020 14:12;01/02/2020 14:02;01/02/2020 14:28;01/02/2020 14:52;16.2;1106;0;101;0;2ª;59
78;01/02/2020;D;61001;2;1;group 36;17;4;530;350.7174;1612;1615.800049;1594.099976;1573;1583.699951;0.0117;1594.099976;;01/02/2020 15:16;01/02/2020 15:14;01/02/2020 15:19;;01/02/2020 16:27;01/02/2020 15:40;01/02/2020 15:33;01/02/2020 16:09;01/02/2020 16:38;13.93333333;;0;121.2;0;2ª;59
79;01/02/2020;D;557851;2;1;group 36;11;3;610;332.8126;1626;1634.900024;1595;1582;1591;0.053;1595;;01/02/2020 17:09;01/02/2020 17:05;01/02/2020 17:09;01/02/2020 17:11;01/02/2020 17:48;01/02/2020 17:34;01/02/2020 17:27;01/02/2020 17:47;01/02/2020 18:18;18.35;1009;51.2801857;;0;2ª;59
80;01/02/2020;D;557871;2;1;group 36;17;4;660;344.1779;1621;1665.099976;1618;1579;1597;0.0111;1618;;01/02/2020 18:37;01/02/2020 18:34;01/02/2020 18:39;01/02/2020 18:41;01/02/2020 19:26;01/02/2020 19:05;01/02/2020 18:57;01/02/2020 19:21;01/02/2020 19:59;18.2;5993;0;134.33;0;2ª;59
81;01/02/2020;B;557891;2;1;group 36;11;3;600;339.0013;1619;1606.099976;1583.599976;1581;1589.400024;0.0213;1583.599976;;01/02/2020 20:41;01/02/2020 20:37;01/02/2020 20:41;01/02/2020 21:06;01/02/2020 21:15;01/02/2020 21:15;01/02/2020 21:07;01/02/2020 21:25;01/02/2020 21:47;26.73333333;251;306.585907;410.06;0;2ª;59
82;01/02/2020;B;557901;2;1;group 36;2;2;550;340.2115;1635;1657.800049;1622.400024;1580;1589.699951;0.0109;1622.400024;;01/02/2020 21:35;01/02/2020 21:32;01/02/2020 21:41;01/02/2020 21:47;01/02/2020 22:18;01/02/2020 22:14;01/02/2020 22:06;01/02/2020 22:22;01/02/2020 22:39;24.96666667;3539;0;188.87;0;2ª;59
83;01/02/2020;B;557921;2;1;group 36;13;4;590;350.712;1612;1616.199951;1600.800049;1578;1581.800049;0.054;1600.800049;;01/02/2020 23:31;01/02/2020 23:28;01/02/2020 23:32;01/02/2020 23:42;02/02/2020 00:12;02/02/2020 00:03;01/02/2020 23:50;02/02/2020 00:13;02/02/2020 00:23;18;;42.26911545;43.43;0;2ª;59
84;02/02/2020;B;557931;2;1;group 187;11;3;660;;1637;1615.199951;1602.599976;1595;1610.5;0.0481;1602.599976;;02/02/2020 00:57;02/02/2020 00:56;02/02/2020 01:00;;;02/02/2020 01:14;02/02/2020 01:11;02/02/2020 02:55;02/02/2020 03:14;11.11666667;;189.4051819;176.75;0;2ª;59
85;02/02/2020;B;557931;2;2;group 187;11;3;660;336.2637;1637;1610.5;1584.199951;1593;1586.400024;0.0481;1584.199951;;02/02/2020 01:34;02/02/2020 01:50;02/02/2020 01:52;02/02/2020 02:16;02/02/2020 02:16;02/02/2020 02:48;02/02/2020 02:39;02/02/2020 02:55;02/02/2020 03:14;46.83333333;803;403.1767273;509.04;0;2ª;59
86;02/02/2020;A;557971;2;1;group 31;13;3;680;343.4435;1633;1591.800049;1578.699951;1589;1594.099976;0.064;1578.699951;;02/02/2020 08:04;02/02/2020 08:05;02/02/2020 08:08;02/02/2020 08:10;02/02/2020 09:01;02/02/2020 09:06;02/02/2020 09:05;02/02/2020 09:20;02/02/2020 09:30;56.68333333;1015;577.9006037;599.94;0;2ª;59
87;02/02/2020;A;61161;2;1;group 31;20;3;620;353.5296;1624;1604.099976;1578.300049;1576;1578;0.0449;1578.300049;;02/02/2020 09:56;02/02/2020 10:02;02/02/2020 10:04;02/02/2020 10:06;02/02/2020 10:47;02/02/2020 10:44;02/02/2020 10:41;02/02/2020 10:55;02/02/2020 11:23;36.16666667;1106;392.6420288;459.55;0;2ª;59
88;02/02/2020;A;61181;2;1;group 31;13;4;490;358.2535;1610;1617.300049;1599.800049;1573;1577.300049;0.0489;1599.800049;;02/02/2020 11:58;02/02/2020 12:00;02/02/2020 12:06;02/02/2020 12:08;02/02/2020 12:32;02/02/2020 12:26;02/02/2020 12:24;02/02/2020 12:40;02/02/2020 13:00;17.71666667;2609;0;39.39;0;2ª;59
89;02/02/2020;A;558031;2;1;group 31;2;3;520;340.276;1633;1615.900024;1604.699951;1575;1578.5;0.081;1604.699951;3.71000004;02/02/2020 13:51;02/02/2020 13:58;02/02/2020 14:01;02/02/2020 14:06;02/02/2020 14:31;02/02/2020 14:27;02/02/2020 14:25;02/02/2020 14:37;02/02/2020 14:54;24.11666667;1045;151.7477875;40.4;0;2ª;59
90;02/02/2020;A;558051;2;1;group 36;17;3;660;340.8431;1644;1635;1610.699951;1592;1595;;1610.699951;;02/02/2020 16:07;02/02/2020 16:04;02/02/2020 16:07;02/02/2020 16:21;02/02/2020 16:59;02/02/2020 16:43;02/02/2020 16:34;02/02/2020 16:54;02/02/2020 17:05;26.31666667;1009;228.1186523;296.94;0;2ª;59
